Genome	original_bin	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references.genome_id.species_name.radius.ANI.AF.	msa_percent	translation_table	red_value	warnings	completeness	contamination	length	N50	centrality	ERR11604928	ERR11604929	ERR11604930	ERR11604931	ERR11604932	ERR11604933	ERR11604934	ERR11604935	ERR11604936	ERR11604937	ERR11604938	ERR11604939	ERR11604940	ERR11604941	ERR11604942	ERR11604943	ERR11604944	ERR11604945	ERR11604946	ERR11604947	ERR11604948	ERR11604949	ERR11604950	ERR11604951	ERR11604952	ERR11604953	ERR7738143	ERR7738158	ERR7738166	ERR7738182	ERR7738185	ERR7738196	ERR7738215	ERR7738229	ERR7738234	ERR7738253	ERR7738267	ERR7738276	ERR7738277	ERR7738353	ERR7738433	ERR7738514	ERR7738515	ERR7738537	ERR7738545	ERR7738546	ERR7738547	ERR7738549	ERR7738553	ERR7738558	ERR7738562	ERR7738578	ERR7738580	ERR7738594	ERR7738597	ERR7738604	ERR7738608	ERR7738611	ERR7738612	ERR7738616	ERR7738620	ERR7738622	ERR7738624	ERR7738629	ERR7738630	ERR7738665	ERR7738937	ERR7738938	ERR7745402	ERR7745596	ERR7745787	ERR7745819	ERR7745831	ERR7745836	ERR7746398	ERR7746440	ERR7747782	SRR1761676	SRR1761677	SRR1761678	SRR1761679	SRR1761680	SRR1761681	SRR1761682	SRR1761683	SRR1761684	SRR1761685	SRR1761686	SRR1761687	SRR1761688	SRR1761689	SRR1761690	SRR1761691	SRR1761692	SRR1761693	SRR1761694	SRR1761695	SRR1761696	SRR1761697	SRR1761698	SRR1761699	SRR1761700	SRR1761701	SRR1761702	SRR1761703	SRR1761704	SRR1761705	SRR1761706	SRR1761707	SRR1761708	SRR1761709	SRR1761710	SRR1761711	SRR1761712	SRR1761713	SRR1761714	SRR1761715	SRR1761716	SRR1761717	SRR1761718	SRR1761719	SRR1761720	SRR1761721	SRR17643452	SRR17643456	SRR17643458	SRR17643459	SRR17643460	SRR17643462	SRR17643466	SRR17643467	SRR17643474	SRR17643478	SRR17643479	SRR17643482	SRR17643504	SRR17643506	SRR17643507	SRR17643508	SRR17643518	SRR17643520	SRR17643521	SRR17643523	SRR17643531	SRR17643652	SRR17643657	SRR17643662	SRR17643790	SRR17643792	SRR17643794	SRR17643804	SRR17643809	SRR17643913	SRR17643916	SRR17643919	SRR17643922	SRR17643924	SRR17643927	SRR17643933	SRR17643938	SRR17643958	SRR17643968	SRR17643989	SRR17644085	SRR8732217	SRR8732218	SRR8732219	SRR8732220	SRR8732221	SRR8732222	SRR8732223	SRR8732224	SRR8732225	SRR8732226	SRR8732227	SRR8732228	SRR8732229	SRR8732230	SRR8732231
MGYG000001312	SRR1761707_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	GCF_009680455.1	95.6336	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	97.62	0.891	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	99.95	0.56	2621195	59201	0.967990285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.00559514809663673	0	0	NA	0	0	0	0	0	0	0.0147168021495181	0	0	0	0.0197678007509457	0	0	0.00638884409934912	0	0	0	0	0	0	0	0	0	0	NA	0.00563727063999908	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352711044062607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001582	SRR17643989_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900066545	GCA_003480425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900066545	96.92	0.683	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	99.3	2.82	3839937	29905	0.971643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134080084600891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553077477442502	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001082	ERR7745819_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	95.43	0.876	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	95.28	0.63	2977121	59418	0.954444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00604982577383215	0	0	0	0	0	0	0	0	0	0	0	0.00548180718022406	0	0	0.00695044473890054	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111580682640713	0	0	0	0	0	0	0	0	0.00447348265792857	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.0102474146816678	0	0	0	0	0	0	0	0	0.0113618083001646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125018837820611	0	0	0.00791046830847602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000000151	ERR7738166_bin.88	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	GCF_003461245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	95.37	0.864	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934424575.1, s__Blautia_A sp934424575, 95.0, 95.24, 0.761	N/A	N/A	N/A	N/A	74.75	1.3	2224523	45715	0.9521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566976380590059	0	0	0	0	0	NA	0	0	0	0	0	NA	0.0107158364666971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00780122258830815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00807398365458552	0	0	0	0	0.0348385883256978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00389359471680008	0.0428296346835615	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001404	SRR17643459_bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.89	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	65.04	1.38	1398052	2501	0.953727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.0218755875809878	0	0	NA	0	0	0	0	0.0094915122578923	0	0.00494593633030388	0	0	0.036601371121435	0	0	0	0.0251511295133232	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.00963939723490176	0.00939565686028492	0	0.0218789917463054	0	0	0	0	0	0	0.00770803419227259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537450059442751	0	0.00696414477852048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010386995662115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000000164	ERR7738185_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546575	GCA_900546575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546575	96.92	0.799	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	88.82	0.03	2961741	11213	0.958557666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376055842912794	0	0	0.0184621276694139	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.00902841698341343	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001502	SRR17643792_bin.36	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	GCA_003534295.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	98.53	0.84	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	100	1.24	1251194	39128	0.98741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00562954362368546	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.0042152931886694	0	0	0	0	0	NA	0	0.0121395707902935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147502993664022	0	0	0	0.0147173702847417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148880348000225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001292	SRR1761703_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275	GCA_900554275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275	97.53	0.831	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	83.41	0.1	1548107	7383	0	0	0	0	0	0	0	0	0.0064355901949906	0	0	0	0	0	0	0.0142325720126544	0	0	0	0	0	0	0	0.0105308490249125	0	0	0	0	0	0.00619989630490439	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.010507473736064	0	0.00547201626578673	0	0	0	0	0	0.00428564784454098	0	0.00519270824676109	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0182004397968774	0	0	0	0	0	0.0151217095739386	0	0.0219971867880011	0	0.0202179582097181	0	0	0	0.0151598372541992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043809758747431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001175	SRR1761679_bin.6	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965	GCA_014610835.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965	97.12	0.846	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	96.33	1.03	2004359	47036	0.98088575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.0221616036051644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0250662228115483	0	0	0	0	0	0	0	0	0	0	0	0	0.0119822842268998	0	0	0	0	0	0	0	0	0	0.0123392075575903	0	0	0	0	0	0	0	0	0	0	0.00340628921567201	0.00827581660325491	0.00797561185655962	0.0189612228838949	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001481	SRR17643531_bin.9	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715	GCF_004168205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium sp000437715	96.34	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_025148785.1, s__Catenibacterium mitsuokai, 95.0, 95.45, 0.957	N/A	N/A	N/A	N/A	81.1	0.68	1695160	2846	0.9495292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173332113588942	0	0	0	0.0208035370208069	0	0	0	0	0	0	0	0	0.00504886540801298	0	0	0	0	0.0076299726392985	0	0	0	0	0.00503992275219308	0.0224805720825465	0.0239474380055494	0	0	0	0	0	0	0	0	0	0	0	0	0.027287223332723	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001242	SRR1761695_bin.16	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	99.05	0.949	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 95.21, 0.581	N/A	N/A	N/A	N/A	73.73	1.53	1706950	2998	0.958474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.0569524250665449	0	0	0	0	0	0	0	0	0	0	0	0	0.012363965299407	0.00923415832313882	0	0.0353200543996783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00621610103794075	0	0	0	0	0.00684042445780634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00389046832210259	0	0	0.00539809036254575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001509	SRR17643809_bin.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	GCA_000433635.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.27	0.831	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	81.12	3.44	1677695	3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110317678954038	0	0	0	0	0	0.017164338966848	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023397187862187	0	0	0	0	0	0	0	0.025539361917832	0	0	0	0	0.0195794204295899	0.00654375076607444	0	0	0	0	0	0	0.00526180599790906	0.00898368269564166	0	0	0	0	0	0	0	0.00612683007165267	0	0.00838128256304151	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001540	SRR17643924_bin.13	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	GCF_000425045.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	99.27	0.907	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	99.94	0.07	2166159	106804	0.992093666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.00746221337930174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486948265845427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01942223183687	0.0170496436822522	0.00613397413678824	0.0325216614699713	0.00455961726516659	0	0	0	0.00442372068887205	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001195	SRR1761684_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544715	GCA_900544715.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544715	99.99	0.978	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	99.01	0.31	2727314	115184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.00794911495400373	0	0.067524132508246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000000313	ERR7738514_bin.78	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	GCA_000433635.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.57	0.889	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	92.33	0.03	2227202	94856	0.96497465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0.00923659334331912	0	0	0	0	0	0	0	0	0	0	0	0	0.0126447107007684	0	0	0	0	0	0.0180448189433089	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466657778712574	0	0	0.00451181334275456	0.0248358132755083	0	0	0	0	0.00351109563844148	0	0	0	0	0	0	0	0.00614091340463709	0.00751752200640883	0	0	0	0	0	0	0.00554283901714139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001580	SRR17643968_bin.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	97.87	0.966	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	69.59	1.79	1744733	2579	0.953912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025607816338613	0	0	0	0.00478061672208192	0	0	0	0	0	0	0	NA	0	0.00557589144423422	0	0.00536498384046702	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.00539158505120586	0	0	0	0	0	0	0	0	0	0	0.0043928404445871	0	NA	0	0	0	0	0.00846601340223529	0	0	0	0	0	NA	0	0	0.00901082406087965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00889176397030897	0	0	0	0	0	0	0.0105699245835323	0	0	0	0	0	0	0	0	0.00460188569368915	0	0	0	0	0	0	0.00529277991418779	0	0	0	0	0.0113806299918551	0	0	0	0	0	0	0.00511326455479608	0	0	0.00996266975894951	0.00669251307758961	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000001553	SRR17643927_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	GCF_020709055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	98.49	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	98.92	1.93	2676460	38265	0.973868333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.00448798092528547	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.0226234993607389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183456224205714	0	0	0	0	0	0	0.00436212356534487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353534327726576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
MGYG000000804	ERR7738622_bin.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp900557555	GCA_900557555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__UBA6382 sp900557555	97.79	0.893	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A	72.3	0.05	1846221	50674	0.98375725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00978513637140658	0	0	0	0	0.00404454347015022	0	0	0	0	0	0.00628887493484233	0	NA	0.00482077579844427	0	0	0	0	NA	0	0	0.00427329776391004	0	0	0	0	0.00548492090684444	0	0	0	0	0.00564377978885826	0	0.016057460589426	0	0	0	0	0	0.00925587866490788	0.0143290910974795	0	0.0150487778162523	NA	0	0	0	0	0	0	0	0	0.00580377308458294	0.00444533017873522	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
