"","Genome","original_bin","domain","phylum","class","order","family","genus","species","fastani_reference","fastani_reference_radius","fastani_taxonomy","fastani_ani","fastani_af","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references.genome_id.species_name.radius.ANI.AF.","msa_percent","translation_table","red_value","warnings","completeness","contamination","length","N50","centrality","ERR11604928","ERR11604929","ERR11604930","ERR11604931","ERR11604932","ERR11604933","ERR11604934","ERR11604935","ERR11604936","ERR11604937","ERR11604938","ERR11604939","ERR11604940","ERR11604941","ERR11604942","ERR11604943","ERR11604944","ERR11604945","ERR11604946","ERR11604947","ERR11604948","ERR11604949","ERR11604950","ERR11604951","ERR11604952","ERR11604953","ERR7738143","ERR7738158","ERR7738166","ERR7738182","ERR7738185","ERR7738196","ERR7738215","ERR7738229","ERR7738234","ERR7738253","ERR7738267","ERR7738276","ERR7738277","ERR7738353","ERR7738433","ERR7738514","ERR7738515","ERR7738537","ERR7738545","ERR7738546","ERR7738547","ERR7738549","ERR7738553","ERR7738558","ERR7738562","ERR7738578","ERR7738580","ERR7738594","ERR7738597","ERR7738604","ERR7738608","ERR7738611","ERR7738612","ERR7738616","ERR7738620","ERR7738622","ERR7738624","ERR7738629","ERR7738630","ERR7738665","ERR7738937","ERR7738938","ERR7745402","ERR7745596","ERR7745787","ERR7745819","ERR7745831","ERR7745836","ERR7746398","ERR7746440","ERR7747782","SRR1761676","SRR1761677","SRR1761678","SRR1761679","SRR1761680","SRR1761681","SRR1761682","SRR1761683","SRR1761684","SRR1761685","SRR1761686","SRR1761687","SRR1761688","SRR1761689","SRR1761690","SRR1761691","SRR1761692","SRR1761693","SRR1761694","SRR1761695","SRR1761696","SRR1761697","SRR1761698","SRR1761699","SRR1761700","SRR1761701","SRR1761702","SRR1761703","SRR1761704","SRR1761705","SRR1761706","SRR1761707","SRR1761708","SRR1761709","SRR1761710","SRR1761711","SRR1761712","SRR1761713","SRR1761714","SRR1761715","SRR1761716","SRR1761717","SRR1761718","SRR1761719","SRR1761720","SRR1761721","SRR17643452","SRR17643456","SRR17643458","SRR17643459","SRR17643460","SRR17643462","SRR17643466","SRR17643467","SRR17643474","SRR17643478","SRR17643479","SRR17643482","SRR17643504","SRR17643506","SRR17643507","SRR17643508","SRR17643518","SRR17643520","SRR17643521","SRR17643523","SRR17643531","SRR17643652","SRR17643657","SRR17643662","SRR17643790","SRR17643792","SRR17643794","SRR17643804","SRR17643809","SRR17643913","SRR17643916","SRR17643919","SRR17643922","SRR17643924","SRR17643927","SRR17643933","SRR17643938","SRR17643958","SRR17643968","SRR17643989","SRR17644085","SRR8732217","SRR8732218","SRR8732219","SRR8732220","SRR8732221","SRR8732222","SRR8732223","SRR8732224","SRR8732225","SRR8732226","SRR8732227","SRR8732228","SRR8732229","SRR8732230","SRR8732231"
"104","MGYG000000193","ERR7738196_bin.6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp000435075","GCA_000435075.1","95.0","Cryptobacteroides sp000435075","96.4","0.864","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","Cryptobacteroides sp934700615, 95.0, 95.58, 0.867","N/A","N/A","N/A","N/A","95.85","0.14","2744527","71535","0.960769318181818","0","0.00391786071062776","0","0","0","0","0.00275045017069316","0","0","0","0","0","0","0.0043726841275292","0","0","0","0","0","0.00403546357482859","0","0","0.00903938121284503","0","0.003234564754859","0","0.000852969604705055","0.002275189949354","0.00100844770498579","0.00176426106389865","0","0.00466529128303307","0.0050768780948263","0.00205982615379925",NA,"0.00308444057978061","0.00395720106787759","0","0","0.00420468029568729",NA,"0","0","0.00568589567727366","0.0039389974865507","0","0","0","0.00128728614444674","0.00580960680692155","0","0","0.00296482734499809","0.00431124004125342","0","0.00574832479946082","0.00079356101679289","0.000399782103242853","0.000363957874701251","0.00678442612389883","0","0.00482997268841213","0.00357911085075052","0.00614227360825938","0.00172427647919986",NA,"0","0.00171306615596883","0.00396281102751368","0","0.00183949619183212","0.00229506961195267","0.00132497380610769","0.000538188061370952","0.00447837665534951","0.00254230431981341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00361580392196391","0","0","0","0","0.000737962985000524","0","0.000925955099274671","0","0","0.00174458351137456","0.000493777986113856","0","0","0","0.00266666643433318","0","0","0.00200982529344877","0.00328433967071842","0.0037512056616638","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00198177598025081","0","0","0","0.00124500216078104","0","0","0","0.00691296137564043","0","0.000550827940480484","0","0","0","0","0.0078700317100204","0.00288988183737419","0","0","0","0","0","0","0","0","0.0143589013383291","0.00239111226216327","0.000842055386395266","0.00103793602723101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","MGYG000000021","ERR11604934_bin.12","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","GCF_003697165.2","95.0","Escherichia coli","96.88","0.967","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","66.46","2.13","2075864","2012","0","0","0","0.0063262159583901","0","0","0.0228453584161446","0.00814720772967699","0.00358699551778707","0.00883178979985271","0.0102196702552895","0.0024676100400573","0.00353474006429065","0.0128313477919831","0","0","0","0","0.0472694502106215","0","0.0095605266397451","0.010801786652414","0.00714502232079397","0.0095489585276703","0.0148768922035518","0.00444949577193616","0.0112239292763401","0","0","0","0","0","0","9.34419418021537e-05","0.0250873498065509",NA,"0","0","0.0249473180656286","0","0.00313715664929595",NA,"0.00628300499162159","0.000177183663098008","0","0","0","0.00347552298794149","0","0.00214571448103281","0.000626655393602843","0","0.000417752472553545","0.00253470868166414","0","0","8.0605813993277e-05","0","0.00253788421934858","0","0","5.9204333470212e-05","0","0","0","8.68562475873515e-05",NA,"0.000217976230844272","0.0239659340763056","0","0.0185342610705988","0.00679509137102053","0","0.00139324865443134","0","0","0","0","0.00385235147355123","0","0","0","0","0","0","0","0","0.000773622012048089","0","0","0","0","0","0","0","0","0","0.00371208445873629","0","0","0","0","0","0.00142672347844821","0","0","0","0","0","0","0","0.000461619156650105","0","0","0","0","0","0","0.00743844228294828","0","0","0","0.000661649799498326","0","0","0","0","0.00587632153083489","0","0","0.000701356042118359","0","0.00337078422122852","0.00232179563609878","0","0","0","0.000613121083410468","0","0.00100528287701084","0.00628123941842958","0.0102673695881153","0.00424788374512187","0","0.0026434190415219","0.0156227359266287","0","0.0115148056528248","0.00489124369537864","0","0","0","0","0","0","0","0.00288614808118793","0.0008252018424711","0.00256981205468807","0.0008364725311873","0","0","0","0.00163166654031907","0","0.00686712726177887","0","0","0","0","0","0","0","0.0432645538102293","0","0","0","0","0","0"
"106","MGYG000000471","ERR7738558_bin.89","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp900540885","GCA_900540885.1","95.0","Alloprevotella sp900540885","97.85","0.845","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","93.69","0.13","2599881","32670","0.977465375","0","0","0.00900408495303616","0","0","0","0","0","0","0.00775334613788302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00198681828478449","0","0.00695257139437191","0","0","0","0.0260554165097784",NA,"0","0","0","0","0.0206922447628542",NA,"0","0","0.000862895401837454","0","0","0","0","0.00182474553461019","0.034409126503168","0","0","0","0.00130275789212584","0","0.000600167289404177","0","0.000739052677178838","0","0","0","0.00158470566733503","0","0","0",NA,"0","0.00957014167970375","0","0","0","0","0","0.00621644990708879","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000307049324705913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0102447489512623","0","0","0","0","0","0","0","0","0","0","0","0","0.0248176417621314","0","0","0","0.00767379045093172","0","0","0.00340281667176468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0133672228378601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","MGYG000000096","ERR7738143_bin.9","Bacteria","Verrucomicrobiota","Kiritimatiellia","RFP12","UBA1067","UBA1731","UBA1731 sp934667425","GCA_934667425.1","95.0","UBA1731 sp934667425","98.03","0.808","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","96.06","0.17","3300276","46936","0.983176090909091","0","0","0","0","0","0","0","0","0.0197556742209061","0","0","0","0","0","0","0","0","0","0.0203064742909403","0","0","0.0103643489387816","0","0.0326446133622542","0","0","0.0170672596152276","0","0","0","0","0","0","0",NA,"0.0135862190366929","0","0","0","0",NA,"0","0","7.97681170480909e-05","0","0","0","0","0","0","0","0","0","0.0071297146475631","0","8.09963650451859e-05","0.015189129758603","0.00237012229650304","0.00405553616549688","0.000318336059888768","0","0.00698841535437067","0.0113389123476122","0","0",NA,"0","0","0","0","0","0","0","0","0","0.00148353945398963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000460633156216478","0","0","0","0","0","0","0","0","0","0","0.00153267336865684","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000867756413806664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","MGYG000001193","SRR1761684_bin.3","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter torques","GCF_000153925.1","95.0","Mediterraneibacter torques","99.57","0.88","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","99.89","0.04","2552864","53272","0.996602777777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0.00695977488447926","0","0",NA,"0.000301032667583789","0.0001959209451138","0","0","0","0.00181891487170406","0.000182659026607172","0","0","0","0.000343411113535052","0","0","0","0","0","0","0","0","0.0139963078872357","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0.00376331684044651","0","0.00644491350551868","0","0.0275933684008211","0.00556974680121501","0.137692218471898","0.0455137658034379","0.0290436892439147","0","0","0","0.00127259422936531","0.00638828248638745","0.0933265902980859","0.020060194192235","0.00134543235880781","0.0560373433008268","0.00549074190144574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00116760040936936","0","0","0","0.00206655218547442","0","0.00105203367987573","0","0.00111459414791013","0.00643294455876327","0.00188254976842281","0","0.00171260648151972","0","0","0","0","0","0","0","0.00127741331675185","0","0","0","0","0","0","0","0","0","0.00317732127342215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","MGYG000001443","SRR17643479_bin.14","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Dorea_A","Dorea_A longicatena_B","GCF_024168045.1","95.0","Dorea_A longicatena_B","97.81","0.822","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","99.98","0.13","2800413","58387","0.9773642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0022837150028619","0.0030567539827364","0.000954404764191992","0.00335494602616504","0.000636313879470219","0.000846202205861443","0.000130992905697143",NA,"0.000372961425272974","0.000511863098865243","0.00627845086619552","0.00027985741093891","0.000131824595617385",NA,"0.00217281185868629","0.000730635623652817","0.000731500316549694","9.37139974198528e-05","0.00208886527003302","0.00569389937030692","0.00230451598359869","0","0.000351447209266742","0.00143659386684929","0.00686942391871433","0.00027806741987191","0","0.00149072950648871","0.000432226402296068","0.000551074272009363","0.000621415468899026","0.000266583977554168","0.000334246582315628","0.00479392602769424","0.000336241076365123","0.00042496841927522","0.000402046958920867","0.000206407628806826",NA,"0.00347541866132942","0.000439600631275066","0.000624837905256004","0.000968305818772938","0.00023503286626796","0.000559210150020484","0","0.000232106670429964","0.00102241893351071","0","0.00101401636750637","0","0","0.00260599585029266","0.00424926123173599","0","0.0201226713806421","0","0","0","0","0","0","0.00424372837665303","0.00222906824561377","0.0104476851863029","0.00402437010273353","0.00819438959399353","0.00863635325396907","0.00315911141044705","0","0","0","0","0.000950851812600105","0","0.00203203098510021","0.000673510100433689","0.00120759333750505","0","0","0.00234156112967736","0.00233242407033724","0","0.00130778296669763","0.00547789623482548","0","0","0.000531420507537316","0.00147592205734249","0","0","0.000845105368327371","0.0018293203184593","0","0.00175234378268535","0.00131529729855668","0","0.00240786876645366","0.00261337756043462","0.0175608853516669","0","0.00271173320372054","0.0172995040501722","0.00339673558438005","0.00786064748447455","0.00389549994738909","0.0655341218429092","0.00728991186978916","0.0225404126977201","0.00615781478228551","0.0159071796795032","0.00531420718968218","0.0022155451688075","0","0","0","0.0134081913344957","0.0120703080089968","0.00288570612536326","0.00594464101613393","0","0","0.00455927059879549","0.0108311851778566","0","0","0.0170196926778557","0","0.00653881290203488","0","0","0.0197436585044573","0","0","0","0.0386230412024317","0.017196087724952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","MGYG000000290","ERR7738514_bin.103","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","KLE1615","KLE1615 sp900066985","GCA_003478935.1","95.0","KLE1615 sp900066985","97.23","0.878","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","KLE1615 sp934292725, 95.0, 95.41, 0.82","N/A","N/A","N/A","N/A","98.43","1.15","3294172","60042","0.973225230769231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000574395470651122","0","0.000528151035445429","0.0119082971013136","0","0","0",NA,"0.00040653988900177","0","0.0100158356461051","0","0.000106487894174233",NA,"0.0216726815673266","0.000156064415238027","0","0","0.00844754908548342","0.00566029508745215","0.00339678123671226","0","0.000139342964175843","0.000345703453821798","0.0037683913175629","0","0","0.00918755538969594","0","0.00051426368414614","0.00210787942417514","0.000336222717826463","0","0.00213817032551488","0.000591621716233693","0","0","0",NA,"0.00294544959435333","0","0","0.00025209195954789","0.000151928259140482","0","0","0","0","0","0","0","0.00321489349695257","0.000883430990058129","0","0","0","0","0","0","0","0","0.00536299387382367","0","0.00414239979679334","0","0","0","0.00164781518364191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000512048540866604","0","0","0","0","0","0","0","0.00625301146871048","0.000991089554243712","0","0.00174584980041323","0","0.0027338248270876","0.00501559728861197","0.00419465713654207","0.00542926316185903","0.000963897878720884","0.00222627076357621","0.00604617285240524","0","0.00381925750958315","0.00130030218908069","0.000836328111425396","0","0","0","0","0.000877942171903019","0.00141184197923762","0.000687784207981834","0.000916438237718201","0.000574327983732793","0.000663785204112748","0","0","0.00108603942057339","0","0.00320202162888368","0.00955803343333431","0.00254779831086263","0.00776058418178963","0.000910518368840603","0.00170413465508083","0.000768967242667055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","MGYG000000420","ERR7738549_bin.34","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola plebeius","GCF_000187895.1","95.0","Phocaeicola plebeius","97.5","0.883","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","87.53","0.51","3088466","58986","0.999338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0.00623778393716653","0","0.0582027856462812","0","0","0","0.0277720805947858","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00432254770685782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","MGYG000001130","ERR7746398_bin.71","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp000431015","GCA_000431015.1","95.0","Cryptobacteroides sp000431015","98.05","0.863","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","90.91","0.13","2141311","19599","0.98047925","0","0","0","0","0","0.00105987823962473","0.00645208573723624","0","0","0","0","0","0","0.00338981342983346","0","0","0","0","0","0","0","0.0119552166052335","0","0","0","0","0.00438429981645998","0.000322272963951458","0","0","0","0.00853021054369829","0.00752035806281658","0.000167955272519997",NA,"0.0099116749355106","0","0","0","0",NA,"0","0","0.0107564393966721","0","0","0","0","0","0","0","0","0","0.0151308894984244","0","0.00651649707429442","0.00164570775951817","0","0.00635777534147203","0.00417036067074551","0","0.01033129003542","0.0136547437639993","0","0",NA,"0","0","0.00800482199517977","0","0","0.00535015888294121","0.00025941687755193","0","0.00344379864339417","0.0120052997734101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00088991594687036","0.000344197482680561","0","0","0","0.00350937270766523","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0424507534912663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","MGYG000001300","SRR1761705_bin.10","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-488","CAG-488 sp000434915","GCA_000434915.1","95.0","CAG-488 sp000434915","97.95","0.904","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","100","0.12","2298853","97567","0.981295","0.00543494790620095","0.00399359303985558","0","0","0","0.00314563865888799","0","0","0","0","0","0","0","0","0.00315981610667486","0","0","0","0","0","0","0","0.00366612647009814","0.00297199331829871","0","0","0","0","0","0","0","0","0.000380412249247957","0",NA,"0","0","0","0","0",NA,"0","0","0.000852891733921607","0","0","0","0","0.000119047581058547","0","0","0","0","0.00298228106910577","0","0.000380643747414266","5.38852289384092e-05","0.000149529382360292","0","0","0","0.00187534397374305","0.00108460675961586","0","0.000732844729584973",NA,"0","0","0","0","0.000702944106110917","0","0","0","0.000233003068772195","0.000492899063556009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0266523853039624","0","0.0305217009905045","0","0","0.0162662713897406","0","0","0","0.186261510607504","0","0","0.00465383343884014","0.0157705943574339","0","0","0.00051258454294283","0","0","0","0","0.00114692635094417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00770967087636231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","MGYG000000105","ERR7738158_bin.23","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","CAG-510","CAG-510 sp000434615","GCA_000434615.1","95.0","CAG-510 sp000434615","96.54","0.842","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","100","0.08","2702523","128792","0.971940176470588","0","0","0","0.00363578159917375","0","0","0","0","0","0","0","0.00218930471635753","0","0","0","0","0","0","0","0","0","0","0.00419977370971956","0","0","0.00503293719968523","0.00613377789350364","0.00462003221046447","0","0","0","0","0.00517054451794268","0",NA,"0.00312823861048221","0.000801251522883083","0","0","0.000543531644138613",NA,"0","0","0.000733483768575216","0","0","0","0","0.00571260898752121","0.00118295031640598","0","0","0.000959480143618075","0.00223266338079649","0","0.00116642368909838","0.00484014352035586","0.000245820659359364","0.000285110489640424","0","0","0.00243836733778591","0.00965293432267186","0.00450487102524257","0.00039054462630989",NA,"0","0.00108235474671308","0.000197062058329161","0","0.00214434403553821","0.000564351513982262","0","0.000223097590127971","0.00839057388144496","0.00190170914631911","0.0148700073218883","0","0","0.00059120007631209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00693585581391318","0","0","0.000651385677120807","0","0","0","0","0","0","0","0.000563876685059793","0.000413006342997703","0","0","0.000382798575347463","0","0","0.0016887117596843","0.000737741479262364","0.0107657748011903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00082420306523963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00322701865592562","0","0","0","0","0","0"
"115","MGYG000001219","SRR1761689_bin.13","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Vescimonas","Vescimonas sp900548615","GCA_900548615.1","95.0","Vescimonas sp900548615","97.74","0.821","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","90.42","1.15","2616260","34369","0","0.0101814140753131","0.00911231629550942","0.00347596807613386","0","0","0.00639803346367354","0","0","0","0","0","0","0","0","0.0118584922477103","0.00348062593679433","0.00560704042730911","0","0.00348481180352732","0","0","0.00438994076474071","0.0061592233853441","0.00997480949002652","0.0167734245990767","0","0","0.00177218443709141","0","0","0.00350054325880725","0","0.0016645359890308","0",NA,"0.00120160060006847","0","0","0","0.00042484381623896",NA,"0.000528132921759172","0","0.00252725988035666","0","0","0.00116805984834012","0","0.00474632613995636","0","0","0","0.00103708141532983","0.00216328044199075","0","0.00422887967880589","0.000672086790620255","0.00220436160172871","0.00188229676748181","0.000891916859851678","0","0.00156830706099327","0.00168281816420366","0","0.000697319033988167",NA,"0","0.00028700699897887","0.000693939168419581","0","0.00144082962910553","0.000967211582297667","0.000287208584498628","0","0","0.00133918649380378","0.00122833214421989","0","0","0.00300204987564522","0","0","0","0","0","0","0","0","0.00810729921864068","0","0.143902462005827","0","0","0","0","0","0","0","0","0.00358030487141594","0.0032401066938059","0.014326767652639","0","0.00373422799004558","0.00204112413615839","0.00448970934624286","0.00146897678498378","0","0","0","0.00286379909816477","0","0.0181742173712016","0.00287598045756231","0.0121716935327119","0","0.00728086951567305","0.00236504545699929","0.00459512285306441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00297758945698774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","MGYG000001333","SRR1761712_bin.21","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-488","CAG-488 sp900539465","GCA_900539465.1","95.0","CAG-488 sp900539465","99.75","0.974","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","99.04","0.04","2199762","77151","0.985815090909091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000740320650971845","0.000522849473952077","0.000778580983799096","0","0","0","0.00177322263607872","0",NA,"0.000101442049913654","0","0","0","0",NA,"0","0","0.00151751075747533","0","0","0","0","0","0","0","0","0","0.00010844549727226","0","0.00179432345453115","0.00106301853423374","0.000460488329476024","0.000238811401594465","0.000139356259798607","0","0.000120143970925806","0.000348279941362945","5.9923805663899e-05","0.000544157067050694",NA,"0","0","0.000394500085367211","0","9.40611027306031e-05","0.0016565687873637","0","0","0","0","0.001714576610048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.188648464728446","0","0","0","0","0.00115457110982179","0.00182727324271215","0.00507111603391429","0.0316847598160436","0.00289130787374494","0","0.0476640860365978","0.00194879032033291","0.0327379809316253","0","0.000724108939239313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","MGYG000001258","SRR1761698_bin.3","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp900552515","GCF_021531355.1","95.0","Prevotella sp900552515","96.41","0.78","N/A","N/A","N/A","N/A","N/A","N/A","ani_screen","classification based on ANI only","N/A","N/A","N/A","N/A","N/A","80.24","1.2","2562428","19909","0.965889666666667","0","0.00676173368614037","0","0","0","0.00288096147260209","0","0.010779279437213","0","0.0061854238755555","0","0","0.0105484218592318","0.0192477382306264","0","0","0","0.0158012570025255","0","0","0","0.00322317602173207","0","0","0","0","0","0.00452887865326997","0","0","0","0","0","0",NA,"0.00028690926946752","0","0","0.00193816619259576","0.00530275027699631",NA,"0","0","0","0","0","0","0","0.0102229152456101","0","0","0","0.00157167756749707","0.00306096020042536","0","0.000586876439823489","0","0.00464192071200514","0.0112681232455795","0.00193477034279421","0","0.00173640779396894","0","0","0.00724311536271677",NA,"0","0.00148642843021943","0.0045689594390529","0","0","0.00698474478009815","0.0039343300799919","0","0.00204678542824779","0.000553617154296352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.013894376357073","0.00183682655829653","0","0","0.00603313927173266","0","0","0","0","0.0131493250668392","0.000582082101459816","0","0.00703403219153628","0","0","0","0","0.00550769772230173","0","0.00353428425095132","0","0.0106037788241452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00354252358661576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00608863267376117","0","0","0","0","0","0"
